layer,win_start,win_end,ppl_new,delta_ppl,seconds,override_nsize,channel_window,eval_batch_size,l2_diff_vs_baseline
model.layers.0.mlp.up_proj,8960,9216,7.937023705052675,0.0005648102459989701,24.492886781692505,5,256,8,6.723430633544922
model.layers.0.mlp.up_proj,9216,9472,7.9362889245031685,-0.00016997030350740516,24.396210432052612,5,256,8,6.615801811218262
model.layers.0.mlp.up_proj,9472,9728,7.936739170805122,0.00028027599844637763,24.404436588287354,5,256,8,6.628516674041748
model.layers.0.mlp.up_proj,9728,9984,7.936420111082318,-3.878372435828226e-05,24.33457851409912,5,256,8,6.6313605308532715
model.layers.0.mlp.up_proj,9984,10240,7.9359127321655025,-0.0005461626411733533,24.358234405517578,5,256,8,6.71373987197876
model.layers.0.mlp.up_proj,10240,10496,7.935784836847314,-0.0006740579593618179,24.39125657081604,5,256,8,6.704876899719238
model.layers.0.mlp.up_proj,10496,10752,7.9366456733611965,0.00018677855452065018,24.341866493225098,5,256,8,6.682610511779785
model.layers.0.mlp.up_proj,10752,11008,7.9366467886572805,0.0001878938506045813,24.227568864822388,5,256,8,6.647284507751465
model.layers.0.mlp.down_proj,0,256,7.93628620530864,-0.0001726894980356164,24.088439464569092,5,256,8,11.465962409973145
model.layers.0.mlp.down_proj,256,512,7.936809322807157,0.0003504280004813509,24.160186052322388,5,256,8,11.551095962524414
model.layers.0.mlp.down_proj,512,768,7.93734732581341,0.0008884310067340806,24.42358160018921,5,256,8,11.710360527038574
model.layers.0.mlp.down_proj,768,1024,7.936204429414505,-0.0002544653921709994,24.177157163619995,5,256,8,11.5892333984375
model.layers.0.mlp.down_proj,1024,1280,7.9350391831529725,-0.0014197116537033594,24.60708975791931,5,256,8,11.46815013885498
model.layers.0.mlp.down_proj,1280,1536,7.934880782113622,-0.001578112693054301,24.01181650161743,5,256,8,11.446619033813477
model.layers.0.mlp.down_proj,1536,1792,7.935470301070273,-0.0009885937364026987,24.03880214691162,5,256,8,11.639922142028809
model.layers.0.mlp.down_proj,1792,2048,7.940237902106109,0.0037790072994328128,24.186918258666992,5,256,8,11.761425971984863
model.layers.0.mlp.down_proj,2048,2304,7.93700331549424,0.0005444206875644397,24.202976942062378,5,256,8,11.58536148071289
model.layers.0.mlp.down_proj,2304,2560,7.93396722201298,-0.002491672793695443,24.315178871154785,5,256,8,12.747803688049316
model.layers.0.mlp.down_proj,2560,2816,7.93618633507676,-0.000272559729915578,24.270438194274902,5,256,8,11.601412773132324
model.layers.0.mlp.down_proj,2816,3072,7.937534588990781,0.001075694184105025,24.183600664138794,5,256,8,11.593120574951172
model.layers.0.mlp.down_proj,3072,3328,7.935539326716286,-0.0009195680903895109,24.20595645904541,5,256,8,11.72274112701416
model.layers.0.mlp.down_proj,3328,3584,7.935600308849352,-0.0008585859573235766,24.15037441253662,5,256,8,11.653351783752441
model.layers.0.mlp.down_proj,3584,3840,7.936469847013882,1.0952207206038622e-05,24.042003870010376,5,256,8,11.586077690124512
model.layers.0.mlp.down_proj,3840,4096,7.9362108576760075,-0.00024803713066834376,24.26899766921997,5,256,8,11.491349220275879
model.layers.1.self_attn.q_proj,0,256,7.9353374888461365,-0.0011214059605393345,24.243036031723022,5,256,8,7.085789680480957
model.layers.1.self_attn.q_proj,256,512,7.934367074833541,-0.0020918199731347897,24.380184650421143,5,256,8,7.530495643615723
model.layers.1.self_attn.q_proj,512,768,7.935589696145299,-0.0008691986613769132,24.365400314331055,5,256,8,7.233071804046631
model.layers.1.self_attn.q_proj,768,1024,7.933600396885139,-0.0028584979215366957,24.28431510925293,5,256,8,7.383119583129883
model.layers.1.self_attn.q_proj,1024,1280,7.934421433222222,-0.002037461584453837,24.44981026649475,5,256,8,12.337885856628418
model.layers.1.self_attn.q_proj,1280,1536,7.936487891873365,2.899706668912927e-05,24.09452986717224,5,256,8,8.507383346557617
model.layers.1.self_attn.q_proj,1536,1792,7.93772834874242,0.0012694539357438472,24.13595414161682,5,256,8,7.4437713623046875
model.layers.1.self_attn.q_proj,1792,2048,7.936840025468285,0.0003811306616094967,24.414013385772705,5,256,8,7.633683681488037
model.layers.1.self_attn.q_proj,2048,2304,7.935662632146347,-0.0007962626603292833,24.37901997566223,5,256,8,8.048317909240723
model.layers.1.self_attn.q_proj,2304,2560,7.933469770497433,-0.002989124309243252,24.14048194885254,5,256,8,8.917850494384766
model.layers.1.self_attn.q_proj,2560,2816,7.936720398545325,0.0002615037386490826,23.807299852371216,5,256,8,11.444869041442871
model.layers.1.self_attn.q_proj,2816,3072,7.932056241950941,-0.004402652855734601,24.199211597442627,5,256,8,7.936434268951416
model.layers.1.self_attn.q_proj,3072,3328,7.935878850418775,-0.0005800443879007133,24.24851083755493,5,256,8,8.0305757522583
model.layers.1.self_attn.q_proj,3328,3584,7.935168757880137,-0.0012901369265385654,23.972484827041626,5,256,8,9.814321517944336
model.layers.1.self_attn.q_proj,3584,3840,7.929875119631075,-0.006583775175601048,24.05907917022705,5,256,8,8.126924514770508
model.layers.1.self_attn.q_proj,3840,4096,7.933185113135789,-0.0032737816708872103,24.31996178627014,5,256,8,13.551534652709961
model.layers.1.self_attn.k_proj,0,256,7.935962051416313,-0.0004968433903629332,24.199419498443604,5,256,8,6.927535533905029
model.layers.1.self_attn.k_proj,256,512,7.9339661070934415,-0.0024927877132343568,24.21205973625183,5,256,8,7.632896423339844
model.layers.1.self_attn.k_proj,512,768,7.935853501854485,-0.0006053929521909751,24.26632571220398,5,256,8,6.979394435882568
model.layers.1.self_attn.k_proj,768,1024,7.933951588099379,-0.002507306707296486,24.113288164138794,5,256,8,6.974287986755371
model.layers.1.self_attn.k_proj,1024,1280,7.934483033164661,-0.001975861642014465,24.20762276649475,5,256,8,12.131410598754883
model.layers.1.self_attn.k_proj,1280,1536,7.93666049803992,0.0002016032332443629,24.08904504776001,5,256,8,8.291078567504883
model.layers.1.self_attn.k_proj,1536,1792,7.937567362380978,0.0011084675743022743,24.316447019577026,5,256,8,7.4813032150268555
model.layers.1.self_attn.k_proj,1792,2048,7.9351749973663415,-0.0012838974403344139,24.259912729263306,5,256,8,7.375288486480713
model.layers.1.self_attn.k_proj,2048,2304,7.935441633488869,-0.0010172613178065504,24.23505449295044,5,256,8,7.722376346588135
model.layers.1.self_attn.k_proj,2304,2560,7.934701950476389,-0.001756944330287169,24.028800010681152,5,256,8,8.554084777832031
model.layers.1.self_attn.k_proj,2560,2816,7.933187781163971,-0.003271113642704826,24.499449253082275,5,256,8,11.450462341308594
model.layers.1.self_attn.k_proj,2816,3072,7.932790480313989,-0.0036684144926866225,24.16471004486084,5,256,8,7.63463830947876
model.layers.1.self_attn.k_proj,3072,3328,7.933253116819595,-0.003205777987080438,24.102172374725342,5,256,8,7.6285319328308105
model.layers.1.self_attn.k_proj,3328,3584,7.937219043937966,0.0007601491312900777,23.88138699531555,5,256,8,9.575749397277832
model.layers.1.self_attn.k_proj,3584,3840,7.930973889414508,-0.0054850053921677855,23.97079849243164,5,256,8,7.802998065948486
model.layers.1.self_attn.k_proj,3840,4096,7.933872642317135,-0.002586252489541252,24.322763681411743,5,256,8,13.593337059020996
model.layers.1.self_attn.v_proj,0,256,7.936237447928012,-0.00022144687866365587,24.14593529701233,5,256,8,6.3353753089904785
model.layers.1.self_attn.v_proj,256,512,7.935499382232222,-0.0009595125744539246,24.337071180343628,5,256,8,5.790370941162109
model.layers.1.self_attn.v_proj,512,768,7.9352658714032485,-0.0011930234034274179,24.107895374298096,5,256,8,6.458388805389404
model.layers.1.self_attn.v_proj,768,1024,7.936894037376723,0.00043514257004684254,24.09845781326294,5,256,8,6.009893417358398
model.layers.1.self_attn.v_proj,1024,1280,7.937042866523184,0.000583971716507925,24.379143714904785,5,256,8,6.166109561920166
model.layers.1.self_attn.v_proj,1280,1536,7.935489233257952,-0.0009696615487237992,24.28255796432495,5,256,8,6.4616193771362305
model.layers.1.self_attn.v_proj,1536,1792,7.934430966962793,-0.0020279278438826154,24.320480823516846,5,256,8,5.951666355133057
model.layers.1.self_attn.v_proj,1792,2048,7.938545788726479,0.002086893919803323,24.150827169418335,5,256,8,6.253403663635254
model.layers.1.self_attn.v_proj,2048,2304,7.935652708500551,-0.0008061863061250563,24.258822202682495,5,256,8,6.38519811630249
model.layers.1.self_attn.v_proj,2304,2560,7.938474693837613,0.002015799030937515,24.521852016448975,5,256,8,6.253917217254639
model.layers.1.self_attn.v_proj,2560,2816,7.935754677058418,-0.000704217748257463,24.144800901412964,5,256,8,6.9522175788879395
model.layers.1.self_attn.v_proj,2816,3072,7.937030961091329,0.0005720662846533386,24.244375944137573,5,256,8,6.152829170227051
model.layers.1.self_attn.v_proj,3072,3328,7.934771758731756,-0.0016871360749197706,24.35080099105835,5,256,8,6.509914875030518
model.layers.1.self_attn.v_proj,3328,3584,7.937068807894443,0.0006099130877670333,24.392197132110596,5,256,8,6.309811592102051
model.layers.1.self_attn.v_proj,3584,3840,7.930806966773546,-0.0056519280331297495,24.26025891304016,5,256,8,5.991529941558838
model.layers.1.self_attn.v_proj,3840,4096,7.93212105479235,-0.004337840014326133,24.158153772354126,5,256,8,5.808330535888672
model.layers.1.self_attn.o_proj,0,256,7.932862689162623,-0.00359620564405283,24.226574182510376,5,256,8,5.720663547515869
model.layers.1.self_attn.o_proj,256,512,7.933799497283135,-0.0026593975235407186,24.199373245239258,5,256,8,5.850022315979004
