layer,win_start,win_end,ppl_new,delta_ppl,seconds,override_nsize,channel_window,eval_batch_size,l2_diff_vs_baseline
model.decoder.layers.1.fc1,2816,3072,13.939398890995422,-0.00034478448681873886,26.164783000946045,5,256,8,3.4941577911376953
model.decoder.layers.1.fc1,3072,3328,13.939628018375013,-0.00011565710722827305,26.38455581665039,5,256,8,3.4118146896362305
model.decoder.layers.1.fc1,3328,3584,13.94000594909515,0.00026227361290942497,26.37028169631958,5,256,8,3.472034215927124
model.decoder.layers.1.fc1,3584,3840,13.94408844380706,0.00434476832481856,26.269071340560913,5,256,8,3.426567792892456
model.decoder.layers.1.fc1,3840,4096,13.938013192160573,-0.0017304833216673643,26.11650824546814,5,256,8,3.506033182144165
model.decoder.layers.1.fc1,4096,4352,13.938585533456543,-0.0011581420256980834,26.295336723327637,5,256,8,3.302170991897583
model.decoder.layers.1.fc1,4352,4608,13.941838963480265,0.0020952879980242756,26.350481510162354,5,256,8,3.409515142440796
model.decoder.layers.1.fc1,4608,4864,13.938889658673702,-0.0008540168085389155,26.294414281845093,5,256,8,3.528616189956665
model.decoder.layers.1.fc1,4864,5120,13.94032150060811,0.0005778251258696798,26.21838402748108,5,256,8,3.3313639163970947
model.decoder.layers.1.fc1,5120,5376,13.938678678814059,-0.001064996668182161,26.236998319625854,5,256,8,3.46828031539917
model.decoder.layers.1.fc1,5376,5632,13.941851404718385,0.002107729236143996,26.249699354171753,5,256,8,3.4810099601745605
model.decoder.layers.1.fc1,5632,5888,13.938182575390947,-0.0015611000912940654,26.24088168144226,5,256,8,3.389343500137329
model.decoder.layers.1.fc1,5888,6144,13.941995856853216,0.0022521813709754923,26.242539882659912,5,256,8,3.3891522884368896
model.decoder.layers.1.fc1,6144,6400,13.940481605611868,0.0007379301296275287,26.25020718574524,5,256,8,3.3550872802734375
model.decoder.layers.1.fc1,6400,6656,13.940308775852769,0.0005651003705278157,26.224778413772583,5,256,8,3.360346794128418
model.decoder.layers.1.fc1,6656,6912,13.939358820203651,-0.0003848552785896686,26.22740149497986,5,256,8,3.4587414264678955
model.decoder.layers.1.fc1,6912,7168,13.940053808389626,0.00031013290738535204,26.213651418685913,5,256,8,3.334087610244751
model.decoder.layers.1.fc1,7168,7424,13.93995998913369,0.0002163136514496955,26.467620611190796,5,256,8,3.5193402767181396
model.decoder.layers.1.fc1,7424,7680,13.943968951221045,0.004225275738804157,26.196758031845093,5,256,8,3.454491138458252
model.decoder.layers.1.fc1,7680,7936,13.93957778664622,-0.00016588883602075555,26.137842893600464,5,256,8,3.2809367179870605
model.decoder.layers.1.fc1,7936,8192,13.940216569203974,0.000472893721733314,26.24117875099182,5,256,8,3.428056240081787
model.decoder.layers.1.fc1,8192,8448,13.938834871967543,-0.0009088035146973539,26.320194959640503,5,256,8,3.3040308952331543
model.decoder.layers.1.fc1,8448,8704,13.940624524146573,0.0008808486643321345,26.235312938690186,5,256,8,3.304914951324463
model.decoder.layers.1.fc1,8704,8960,13.941522427927303,0.001778752445062537,26.297029972076416,5,256,8,3.4575212001800537
model.decoder.layers.1.fc1,8960,9216,13.93838129948435,-0.0013623759978909078,26.264318227767944,5,256,8,3.425948143005371
model.decoder.layers.1.fc1,9216,9472,13.939296150475919,-0.0004475250063222802,26.26933455467224,5,256,8,3.4095726013183594
model.decoder.layers.1.fc1,9472,9728,13.940219702890575,0.00047602740833418977,26.287963390350342,5,256,8,3.5194551944732666
model.decoder.layers.1.fc1,9728,9984,13.94365388704643,0.003910211564189581,26.226288318634033,5,256,8,3.491732358932495
model.decoder.layers.1.fc1,9984,10240,13.945458977307007,0.005715301824766428,26.24166989326477,5,256,8,3.4375243186950684
model.decoder.layers.1.fc2,0,256,13.940226255146651,0.0004825796644105651,26.113609075546265,5,256,8,5.962496280670166
model.decoder.layers.1.fc2,256,512,13.936950131522066,-0.002793543960175171,26.12650489807129,5,256,8,5.942110538482666
model.decoder.layers.1.fc2,512,768,13.939014614947814,-0.0007290605344270062,26.22581148147583,5,256,8,5.915805816650391
model.decoder.layers.1.fc2,768,1024,13.938428108772909,-0.0013155667093318613,26.118529319763184,5,256,8,5.917013168334961
model.decoder.layers.1.fc2,1024,1280,13.936595447897117,-0.003148227585123564,26.130645513534546,5,256,8,5.9776787757873535
model.decoder.layers.1.fc2,1280,1536,13.938495901814356,-0.001247773667884644,26.11723041534424,5,256,8,6.197122573852539
model.decoder.layers.1.fc2,1536,1792,13.936592979573753,-0.0031506959084879327,26.171415328979492,5,256,8,5.992138862609863
model.decoder.layers.1.fc2,1792,2048,13.94023062331908,0.0004869478368387803,26.100064754486084,5,256,8,5.933115005493164
model.decoder.layers.1.fc2,2048,2304,13.93945007162921,-0.0002936038530307883,26.25828981399536,5,256,8,5.910933494567871
model.decoder.layers.1.fc2,2304,2560,13.93814801496827,-0.0015956605139706426,26.1211838722229,5,256,8,5.912861347198486
model.decoder.layers.2.self_attn.k_proj,0,256,13.93866700000422,-0.0010766754780213716,26.17805004119873,5,256,8,3.2319557666778564
model.decoder.layers.2.self_attn.k_proj,256,512,13.939707496924381,-3.617855785975621e-05,26.189859867095947,5,256,8,3.2774085998535156
model.decoder.layers.2.self_attn.k_proj,512,768,13.939325491267915,-0.0004181842143253789,26.23707675933838,5,256,8,2.944230556488037
model.decoder.layers.2.self_attn.k_proj,768,1024,13.939014899803823,-0.0007287756784180033,26.176647424697876,5,256,8,3.09618878364563
model.decoder.layers.2.self_attn.k_proj,1024,1280,13.939314191732297,-0.000429483749943671,26.209022045135498,5,256,8,3.702775716781616
model.decoder.layers.2.self_attn.k_proj,1280,1536,13.939515210889445,-0.0002284645927961293,26.22367024421692,5,256,8,3.2923645973205566
model.decoder.layers.2.self_attn.k_proj,1536,1792,13.939373633089561,-0.00037004239267979244,26.195810079574585,5,256,8,2.8930952548980713
model.decoder.layers.2.self_attn.k_proj,1792,2048,13.939810335433165,6.665995092447474e-05,26.26557683944702,5,256,8,3.048351287841797
model.decoder.layers.2.self_attn.k_proj,2048,2304,13.939379235403077,-0.000364440079163586,26.22359609603882,5,256,8,3.2495079040527344
model.decoder.layers.2.self_attn.k_proj,2304,2560,13.93980235901199,5.868352974935931e-05,26.275808811187744,5,256,8,3.207855463027954
model.decoder.layers.2.self_attn.v_proj,0,256,13.941479501967063,0.0017358264848219562,26.235979080200195,5,256,8,1.8998242616653442
model.decoder.layers.2.self_attn.v_proj,256,512,13.943608484957537,0.003864809475295772,26.20622730255127,5,256,8,1.7624855041503906
model.decoder.layers.2.self_attn.v_proj,512,768,13.938929918019639,-0.0008137574626019273,26.219512701034546,5,256,8,1.8050717115402222
model.decoder.layers.2.self_attn.v_proj,768,1024,13.947678543143075,0.0079348676608344,26.259761571884155,5,256,8,1.8045505285263062
model.decoder.layers.2.self_attn.v_proj,1024,1280,13.940638768599095,0.0008950931168545395,26.355309009552002,5,256,8,2.1074490547180176
model.decoder.layers.2.self_attn.v_proj,1280,1536,13.946654076940115,0.006910401457874471,26.153773546218872,5,256,8,1.9923862218856812
model.decoder.layers.2.self_attn.v_proj,1536,1792,13.942518689221515,0.002775013739274357,26.223129749298096,5,256,8,1.7894959449768066
model.decoder.layers.2.self_attn.v_proj,1792,2048,13.940909605892314,0.0011659304100728463,26.22391414642334,5,256,8,1.8340003490447998
model.decoder.layers.2.self_attn.v_proj,2048,2304,13.940556245939561,0.0008125704573203052,26.257633686065674,5,256,8,1.86858069896698
model.decoder.layers.2.self_attn.v_proj,2304,2560,13.942111153714016,0.0023674782317755216,26.211573839187622,5,256,8,1.8234798908233643
model.decoder.layers.2.self_attn.q_proj,0,256,13.937963251085353,-0.0017804243968875255,26.23179006576538,5,256,8,3.50553560256958
model.decoder.layers.2.self_attn.q_proj,256,512,13.93788691564317,-0.0018567598390699658,26.31400418281555,5,256,8,3.6110026836395264
model.decoder.layers.2.self_attn.q_proj,512,768,13.938441591396343,-0.0013020840858981586,26.229944705963135,5,256,8,2.9462544918060303
model.decoder.layers.2.self_attn.q_proj,768,1024,13.939081081507453,-0.0006625939747877396,26.11035466194153,5,256,8,2.8858864307403564
model.decoder.layers.2.self_attn.q_proj,1024,1280,13.939700849955457,-4.282552678347429e-05,26.175618886947632,5,256,8,3.7315752506256104
model.decoder.layers.2.self_attn.q_proj,1280,1536,13.941095548426668,0.0013518729444275124,26.263535976409912,5,256,8,3.2093350887298584
model.decoder.layers.2.self_attn.q_proj,1536,1792,13.938884721214748,-0.0008589542674926065,26.212279558181763,5,256,8,3.12308406829834
model.decoder.layers.2.self_attn.q_proj,1792,2048,13.940673999940854,0.0009303244586131854,26.116161108016968,5,256,8,3.0623741149902344
model.decoder.layers.2.self_attn.q_proj,2048,2304,13.93827723720725,-0.0014664382749902671,26.131792068481445,5,256,8,3.1807754039764404
model.decoder.layers.2.self_attn.q_proj,2304,2560,13.941654625520103,0.0019109500378622357,26.17077374458313,5,256,8,3.520048141479492
