layer,win_start,win_end,ppl_new,delta_ppl,seconds,override_nsize,channel_window,eval_batch_size,l2_diff_vs_baseline
model.layers.2.self_attn.o_proj,1024,2048,7.183868902914916,0.0010107903704463794,46.30057334899902,5,1024,8,8.803107261657715
model.layers.2.self_attn.o_proj,2048,3072,7.1813649209195605,-0.0014931916249087962,46.23856782913208,5,1024,8,8.772374153137207
model.layers.2.self_attn.o_proj,3072,4096,7.184211464645416,0.0013533521009465588,46.53024458885193,5,1024,8,8.887168884277344
model.layers.2.self_attn.o_proj,4096,5120,7.181818871623567,-0.0010392409209023512,46.55736494064331,5,1024,8,8.862944602966309
model.layers.2.mlp.gate_proj,0,1024,7.182603912375824,-0.0002542001686451911,46.616230487823486,5,1024,8,6.083032131195068
model.layers.2.mlp.gate_proj,1024,2048,7.18314931838539,0.0002912058409210161,46.62260341644287,5,1024,8,6.278797626495361
model.layers.2.mlp.gate_proj,2048,3072,7.181677832817617,-0.0011802797268520848,46.633636236190796,5,1024,8,5.961379528045654
model.layers.2.mlp.gate_proj,3072,4096,7.18175593978021,-0.0011021727642592793,46.66006374359131,5,1024,8,6.378505229949951
model.layers.2.mlp.gate_proj,4096,5120,7.181290758506144,-0.0015673540383254192,46.77827429771423,5,1024,8,6.051650047302246
model.layers.2.mlp.gate_proj,5120,6144,7.182028288750235,-0.0008298237942341302,46.52884483337402,5,1024,8,6.104520797729492
model.layers.2.mlp.gate_proj,6144,7168,7.1834071977817375,0.0005490852372682653,46.12470030784607,5,1024,8,5.522537708282471
model.layers.2.mlp.gate_proj,7168,8192,7.183018904191525,0.00016079164705562476,46.76366996765137,5,1024,8,6.08213996887207
model.layers.2.mlp.gate_proj,8192,9216,7.1821128266949295,-0.0007452858495398118,46.846659898757935,5,1024,8,5.928258419036865
model.layers.2.mlp.gate_proj,9216,10240,7.181747917944911,-0.0011101945995584117,46.625948905944824,5,1024,8,5.941926956176758
model.layers.2.mlp.gate_proj,10240,11264,7.180069698419952,-0.0027884141245175798,46.78557538986206,5,1024,8,6.277016639709473
model.layers.2.mlp.gate_proj,11264,12288,7.1836553732131145,0.0007972606686452721,46.514954805374146,5,1024,8,6.013759136199951
model.layers.2.mlp.gate_proj,12288,13312,7.184190910480947,0.0013327979364774478,46.304338693618774,5,1024,8,6.149109363555908
model.layers.2.mlp.gate_proj,13312,13824,7.183977371207955,0.0011192586634853896,46.717554807662964,5,1024,8,4.316201210021973
model.layers.2.mlp.up_proj,0,1024,7.182605155673325,-0.0002529568711446828,46.63225507736206,5,1024,8,4.717113494873047
model.layers.2.mlp.up_proj,1024,2048,7.181683415208979,-0.001174697335490471,46.05548143386841,5,1024,8,4.9287567138671875
model.layers.2.mlp.up_proj,2048,3072,7.183140802329613,0.000282689785144008,46.28945207595825,5,1024,8,4.687736988067627
model.layers.2.mlp.up_proj,3072,4096,7.181828042877489,-0.001030069666979827,46.50894522666931,5,1024,8,4.93828821182251
model.layers.2.mlp.up_proj,4096,5120,7.183861770296318,0.001003657751848408,46.61279249191284,5,1024,8,4.822038173675537
model.layers.2.mlp.up_proj,5120,6144,7.182450331602242,-0.00040778094222737593,46.72580146789551,5,1024,8,4.888167381286621
model.layers.2.mlp.up_proj,6144,7168,7.183106198625568,0.00024808608109871955,46.23588299751282,5,1024,8,4.3383002281188965
model.layers.2.mlp.up_proj,7168,8192,7.182713792555609,-0.00014431998885999775,46.24201035499573,5,1024,8,4.7770676612854
model.layers.2.mlp.up_proj,8192,9216,7.183632873309807,0.0007747607653376676,46.338857650756836,5,1024,8,4.742002487182617
model.layers.2.mlp.up_proj,9216,10240,7.1843765805408655,0.001518467996396211,46.36372780799866,5,1024,8,4.634945869445801
model.layers.2.mlp.up_proj,10240,11264,7.181091846592908,-0.0017662659515611523,47.22463393211365,5,1024,8,4.998822212219238
model.layers.2.mlp.up_proj,11264,12288,7.181284754245592,-0.001573358298877281,46.49652934074402,5,1024,8,4.7338643074035645
model.layers.2.mlp.up_proj,12288,13312,7.181192439371554,-0.0016656731729156604,47.14565968513489,5,1024,8,4.872345924377441
model.layers.2.mlp.up_proj,13312,13824,7.182441722543509,-0.00041639000095994305,46.97420144081116,5,1024,8,3.4343044757843018
model.layers.2.mlp.down_proj,0,1024,7.182557277145804,-0.00030083539866510023,46.423983097076416,5,1024,8,9.015324592590332
model.layers.2.mlp.down_proj,1024,2048,7.182838148732102,-1.9963812367684852e-05,46.75913047790527,5,1024,8,8.94497299194336
model.layers.2.mlp.down_proj,2048,3072,7.1836737908089425,0.000815678264473263,46.46198320388794,5,1024,8,8.927127838134766
model.layers.2.mlp.down_proj,3072,4096,7.17945730003907,-0.0034008125053990312,46.32375407218933,5,1024,8,9.135344505310059
model.layers.2.mlp.down_proj,4096,5120,7.181844344751607,-0.0010137677928625521,46.37839865684509,5,1024,8,9.056180000305176
model.layers.3.self_attn.q_proj,0,1024,7.180635080697003,-0.0022230318474658617,46.64111804962158,5,1024,8,8.888141632080078
model.layers.3.self_attn.q_proj,1024,2048,7.182922367776717,6.425523224784513e-05,46.56026554107666,5,1024,8,7.5638108253479
model.layers.3.self_attn.q_proj,2048,3072,7.18337019977768,0.0005120872332105009,46.73995399475098,5,1024,8,7.591026306152344
model.layers.3.self_attn.q_proj,3072,4096,7.182414464501904,-0.0004436480425651368,47.049373626708984,5,1024,8,8.622023582458496
model.layers.3.self_attn.q_proj,4096,5120,7.175737509271168,-0.007120603273301107,46.196820974349976,5,1024,8,9.350422859191895
model.layers.3.self_attn.k_proj,0,1024,7.176927009079348,-0.005931103465121268,46.61954998970032,5,1024,8,11.4852294921875
model.layers.3.self_attn.v_proj,0,1024,7.18550952292941,0.0026514103849404336,46.8353488445282,5,1024,8,8.582849502563477
model.layers.3.self_attn.o_proj,0,1024,7.183737654481489,0.0008795419370200008,46.71236562728882,5,1024,8,9.514215469360352
model.layers.3.self_attn.o_proj,1024,2048,7.180688129342149,-0.0021699832023198695,46.39529037475586,5,1024,8,9.481244087219238
model.layers.3.self_attn.o_proj,2048,3072,7.180251087734254,-0.0026070248102154636,46.472432136535645,5,1024,8,9.474164009094238
model.layers.3.self_attn.o_proj,3072,4096,7.182334684890263,-0.000523427654206543,46.42211198806763,5,1024,8,9.50049877166748
model.layers.3.self_attn.o_proj,4096,5120,7.182006990224095,-0.0008511223203742091,46.55559682846069,5,1024,8,9.527166366577148
model.layers.3.mlp.gate_proj,0,1024,7.181105543451686,-0.0017525690927833182,47.094388008117676,5,1024,8,8.595450401306152
model.layers.3.mlp.gate_proj,1024,2048,7.180709423957153,-0.0021486885873160944,46.712186336517334,5,1024,8,8.582213401794434
model.layers.3.mlp.gate_proj,2048,3072,7.182439775537107,-0.0004183370073622683,46.63386559486389,5,1024,8,8.401479721069336
model.layers.3.mlp.gate_proj,3072,4096,7.182512518869762,-0.0003455936747069899,46.25959372520447,5,1024,8,8.53080940246582
model.layers.3.mlp.gate_proj,4096,5120,7.181707081781895,-0.0011510307625739458,47.545238971710205,5,1024,8,8.46399974822998
model.layers.3.mlp.gate_proj,5120,6144,7.183093694412838,0.00023558186836858397,46.74312162399292,5,1024,8,8.56527042388916
model.layers.3.mlp.gate_proj,6144,7168,7.183236285957241,0.00037817341277168737,46.83959364891052,5,1024,8,8.694611549377441
model.layers.3.mlp.gate_proj,7168,8192,7.182423284648624,-0.00043482789584547987,46.86382794380188,5,1024,8,8.434101104736328
model.layers.3.mlp.gate_proj,8192,9216,7.182133281086327,-0.0007248314581422832,46.7990505695343,5,1024,8,8.379064559936523
model.layers.3.mlp.gate_proj,9216,10240,7.182649656482136,-0.00020845606233343972,46.635347843170166,5,1024,8,8.776857376098633
model.layers.3.mlp.gate_proj,10240,11264,7.183494520396019,0.0006364078515499472,46.42053198814392,5,1024,8,8.421610832214355
model.layers.3.mlp.gate_proj,11264,12288,7.182066030456638,-0.0007920820878313251,46.46935033798218,5,1024,8,8.171757698059082
model.layers.3.mlp.gate_proj,12288,13312,7.182327413049706,-0.0005306994947629207,47.006587266922,5,1024,8,8.195036888122559
model.layers.3.mlp.gate_proj,13312,13824,7.183037273235847,0.00017916069137768886,46.659117221832275,5,1024,8,5.988253593444824
model.layers.3.mlp.up_proj,0,1024,7.182273648573138,-0.0005844639713314947,46.78186845779419,5,1024,8,6.213781833648682
model.layers.3.mlp.up_proj,1024,2048,7.180843853535059,-0.002014259009410324,46.53595852851868,5,1024,8,6.37092924118042
model.layers.3.mlp.up_proj,2048,3072,7.183247805075264,0.000389692530794683,46.79853010177612,5,1024,8,6.205700397491455
model.layers.3.mlp.up_proj,3072,4096,7.182438649557742,-0.000419462986727126,46.2460732460022,5,1024,8,6.254144191741943
model.layers.3.mlp.up_proj,4096,5120,7.182514489354033,-0.00034362319043612644,46.385700702667236,5,1024,8,6.1937642097473145
model.layers.3.mlp.up_proj,5120,6144,7.183667714170195,0.0008096016257255201,46.13790416717529,5,1024,8,6.320956230163574
model.layers.3.mlp.up_proj,6144,7168,7.183172989789053,0.0003148772445840109,46.53360176086426,5,1024,8,6.416455268859863
model.layers.3.mlp.up_proj,7168,8192,7.182676798122922,-0.0001813144215470075,46.04010272026062,5,1024,8,6.2210612297058105
